1.,2.7755575615628914e-17
1.057,0.03797822907258615
1.114,0.07256884014924248
1.171,0.10434489914465495
1.228,0.13377641110828034
1.2850000000000001,0.16124947905660544
1.342,0.18708201623189696
1.399,0.21153657419407434
1.456,0.23483077406510064
1.513,0.257145755555852
1.57,0.2786329993205099
1.627,0.29941982416041546
1.6840000000000002,0.31961382740684735
1.741,0.33930645508248347
1.798,0.3585758895455694
1.855,0.3774893890047118
1.912,0.39610517894711783
1.969,0.4144739985008916
2.026,0.43264036098875536
2.083,0.4506435847621654
2.14,0.4685186495634834
2.197,0.48629689633364054
2.254,0.5040066140511763
2.311,0.5216735283066385
2.3680000000000003,0.5393212115451778
2.425,0.5569714294047003
2.482,0.5746444320933489
2.539,0.5923592068634421
2.596,0.6101336935817252
2.653,0.6279849673593174
2.71,0.6459294051808495
2.7670000000000003,0.6639828241343553
2.824,0.6821606096914662
2.8810000000000002,0.7004778263129111
2.938,0.7189493212114276
2.995,0.7375898149645516
3.052,0.7564139859758133
3.109,0.7754365521715072
3.166,0.7946723439899589
3.223,0.8141363773593971
3.2800000000000002,0.833843920808204
3.337,0.8538105647439306
3.394,0.8740522866505597
3.451,0.8945855206611769
3.508,0.9154272211966731
3.565,0.9365949354117941
3.622,0.9581068725017645
3.6790000000000003,0.9799819782709117
3.736,1.0022400125511017
3.793,1.0249016295008972
3.85,1.0479884644625135
3.907,1.071523227275287
3.964,1.0955297987434856
4.021,1.1200333372995765
4.078,1.145060393457121
4.135,1.170639033414539
4.192,1.1967989730649087
4.2490000000000006,1.2235717253727798
4.306,1.2509907600142371
4.3629999999999995,1.2790916787793936
4.42,1.3079124095239834
4.477,1.3374934163011158
4.534000000000001,1.3678779360678637
4.591,1.399112235853332
4.648,1.4312459015761874
4.705,1.4643321562078762
4.7620000000000005,1.498428216158309
4.819,1.5335956875200618
4.876,1.5699010107274967
4.933,1.607415957252119
4.99,1.646218190150511
5.047,1.686391895103661
5.104,1.728028491285938
5.1610000000000005,1.7712274392596123
5.218,1.8160971585223484
5.275,1.8627560694964969
5.332,1.911333787980261
5.389,1.961972490869361
5.446,2.0148284880713216
5.503,2.0700740349393283
5.5600000000000005,2.12789942969772
5.617,2.188515451581839
5.674,2.2521562032311784
5.731,2.3190824400781724
5.788,2.3895854862429644
5.845,2.4639918606769315
5.902,2.5426687689786376
5.9590000000000005,2.626030656162119
6.016,2.7145470668915546
6.073,2.8087521300476284
6.13,2.9092560704004633
6.187,3.0167592720274232
6.244,3.1320695817788113
6.301,3.2561237549634656
6.3580000000000005,3.3900142496895356
6.415,3.535022993869974
6.472,3.6926643376792203
6.529,3.8647402443862386
6.586,4.053411991381756
6.643,4.261294446305629
6.7,4.491581669089514
